Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 1000. RT flexibility: 0.4. Blank can be this fraction of a sample: 0.3. S/N ratio: 4. Parts per million flexibility: 7. Processed on: 2019-11-04 09:26:21. 
"Replicate.Name","Mass.Feature","Retention.Time","Area","Background","Height","Mass.Error.PPM","Column","SN.Flag","area.min.Flag","ppm.Flag","RT.Flag","blank.Flag","all.Flags","Area.with.QC"
"180205_Smp_L1C33DCMplus10m_C","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L1C33DCMplus20m_A","Homocystine",9,8224,0,"7579",-10.4,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",8224
"180205_Smp_L1C33DCMplus20m_B","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L1C33DCMplus20m_C","Homocystine",6.88,8366,0,"7564",1.3,"HILICPos",NA,NA,NA,NA,NA,"",8366
"180205_Smp_L2C1DCMless10m_A","Homocystine",8.88,8137,0,"8052",-1.2,"HILICPos",NA,NA,NA,NA,NA,"",8137
"180205_Smp_L2C1DCMless10m_B","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C1DCMless10m_C","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C1DCMless20m_A","Homocystine",12.35,11186,0,"4112",1,"HILICPos",NA,NA,NA,NA,NA,"",11186
"180205_Smp_L2C1DCMless20m_B","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C1DCMless20m_C","Homocystine",1.08,4119,0,"2673",2.6,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",4119
"180205_Smp_L2C2DCM_A","Homocystine",13.38,8774,0,"5573",-6.5,"HILICPos",NA,NA,NA,NA,NA,"",8774
"180205_Smp_L2C2DCM_B","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C2DCM_C","Homocystine",13.29,6338,0,"5258",5,"HILICPos",NA,NA,NA,NA,NA,"",6338
"180205_Smp_L2C2DCMplus10m_A","Homocystine",12.5,4664,0,"3216",0.9,"HILICPos",NA,NA,NA,NA,NA,"",4664
"180205_Smp_L2C2DCMplus10m_B","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C2DCMplus10m_C","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C2DCMplus20m_A","Homocystine",5.91,686492,0,"32214",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",686492
"180205_Smp_L2C2DCMplus20m_B","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Smp_L2C2DCMplus20m_C","Homocystine",NA,NA,NA,"#N/A",NA,"HILICPos",NA,NA,NA,NA,NA,"",NA
"180205_Std_4uMStdsInH2O_1","Homoserine",11.24,99063504,3922268,"6670948",-2.9,"HILICPos",NA,NA,NA,NA,NA,"",99063504
"180205_Std_4uMStdsInH2O_2","Homoserine",10.98,45189832,1509040,"3083478",-3.1,"HILICPos",NA,NA,NA,NA,NA,"",45189832
"180205_Std_4uMStdsInMatrix_1","Homoserine",11.3,83521320,3784467,"5557341",-2.5,"HILICPos",NA,NA,NA,NA,NA,"",83521320
"180205_Std_4uMStdsInMatrix_2","Homoserine",11.19,41033020,1710542,"2487569",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",41033020
"180205_Blk_MQBlk_1","Homoserine",11.37,23701,172318,"3978",-2.2,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",23701
"180205_Blk_MQBlk_2","Homoserine",11.11,19128,0,"9125",-0.1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",19128
"180205_Blk_MQBlk_3","Homoserine",11.05,33761,0,"6967",-1.5,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",33761
"180205_Blk_SWBlk_1","Homoserine",11.42,60531,1016,"8363",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",60531
"180205_Blk_SWBlk_2","Homoserine",11.28,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Blk_SWBlk_3","Homoserine",11.34,30992,0,"10163",-2.3,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",30992
"180205_Poo_Sept29QC_1","Homoserine",11.08,1464349,322535,"178335",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",1464349
"180205_Poo_Sept29QC_2","Homoserine",11.27,677185,0,"34821",-2,"HILICPos",NA,NA,NA,NA,NA,"",677185
"180205_Poo_Sept29QC_3","Homoserine",11.3,289245,159248,"28325",-3.4,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",289245
"180205_Poo_Sept29QC_4","Homoserine",11.24,300090,401457,"27263",-2.8,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",300090
"180205_Poo_TruePoo_Full1","Homoserine",11.4,1907527,706946,"89501",-2.5,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1907527
"180205_Poo_TruePoo_Full2","Homoserine",11.39,1275715,0,"52593",-2.5,"HILICPos",NA,NA,NA,NA,NA,"",1275715
"180205_Poo_TruePoo_Full3","Homoserine",11.37,951720,0,"54175",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",951720
"180205_Poo_TruePoo_Half1","Homoserine",11.34,1012086,191155,"61118",-2.5,"HILICPos",NA,NA,NA,NA,NA,"",1012086
"180205_Poo_TruePoo_Half2","Homoserine",11.33,612983,0,"34549",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",612983
"180205_Poo_TruePoo_Half3","Homoserine",11.36,563988,0,"31052",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",563988
"180205_Smp_L1C32DCMless10m_A","Homoserine",11.18,1308017,1010971,"143838",-2.9,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1308017
"180205_Smp_L1C32DCMless10m_B","Homoserine",11.16,1004033,0,"39783",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",1004033
"180205_Smp_L1C32DCMless10m_C","Homoserine",11.11,929833,0,"49161",-2.8,"HILICPos",NA,NA,NA,NA,NA,"",929833
"180205_Smp_L1C32DCMless20m_A","Homoserine",11.3,1124596,372293,"48724",-2.4,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1124596
"180205_Smp_L1C32DCMless20m_B","Homoserine",11.14,1166027,195951,"75287",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",1166027
"180205_Smp_L1C32DCMless20m_C","Homoserine",11.11,1096290,0,"59412",-2.9,"HILICPos",NA,NA,NA,NA,NA,"",1096290
"180205_Smp_L1C33DCM_A","Homoserine",11.28,1793789,0,"60913",-2.3,"HILICPos",NA,NA,NA,NA,NA,"",1793789
"180205_Smp_L1C33DCM_B","Homoserine",11.16,1723980,0,"68918",-2.5,"HILICPos",NA,NA,NA,NA,NA,"",1723980
"180205_Smp_L1C33DCM_C","Homoserine",11.27,917817,118812,"48762",-3.1,"HILICPos",NA,NA,NA,NA,NA,"",917817
"180205_Smp_L1C33DCMplus10m_A","Homoserine",11.13,3937334,912979,"212864",-2.8,"HILICPos",NA,NA,NA,NA,NA,"",3937334
"180205_Smp_L1C33DCMplus10m_B","Homoserine",11.13,2030817,0,"52605",-2.8,"HILICPos",NA,NA,NA,NA,NA,"",2030817
"180205_Smp_L1C33DCMplus10m_C","Homoserine",11.34,2132894,0,"128889",-2.8,"HILICPos",NA,NA,NA,NA,NA,"",2132894
"180205_Smp_L1C33DCMplus20m_A","Homoserine",11.43,2372453,0,"77318",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",2372453
"180205_Smp_L1C33DCMplus20m_B","Homoserine",11.36,1514721,0,"72203",-2.3,"HILICPos",NA,NA,NA,NA,NA,"",1514721
"180205_Smp_L1C33DCMplus20m_C","Homoserine",11.36,1760250,4295,"102378",-2.5,"HILICPos",NA,NA,NA,NA,NA,"",1760250
"180205_Smp_L2C1DCMless10m_A","Homoserine",11.27,761366,102191,"48182",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",761366
"180205_Smp_L2C1DCMless10m_B","Homoserine",11.27,747489,40072,"33348",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",747489
"180205_Smp_L2C1DCMless10m_C","Homoserine",11.1,461100,146117,"23243",-3,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",461100
"180205_Smp_L2C1DCMless20m_A","Homoserine",11.11,1763542,516097,"115480",-2.3,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",1763542
"180205_Smp_L2C1DCMless20m_B","Homoserine",11.11,662882,144637,"22578",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",662882
"180205_Smp_L2C1DCMless20m_C","Homoserine",10.76,1077206,0,"26428",-3,"HILICPos",NA,NA,NA,NA,NA,"",1077206
"180205_Smp_L2C2DCM_A","Homoserine",11.38,1654894,0,"54129",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",1654894
"180205_Smp_L2C2DCM_B","Homoserine",11.17,2407430,186982,"91480",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",2407430
"180205_Smp_L2C2DCM_C","Homoserine",11.31,1411965,237281,"65931",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",1411965
"180205_Smp_L2C2DCMplus10m_A","Homoserine",11.41,2961520,1062776,"121826",-2.6,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",2961520
"180205_Smp_L2C2DCMplus10m_B","Homoserine",11.39,1137829,0,"39112",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",1137829
"180205_Smp_L2C2DCMplus10m_C","Homoserine",11.31,1129139,22061,"67927",-3.1,"HILICPos",NA,NA,NA,NA,NA,"",1129139
"180205_Smp_L2C2DCMplus20m_A","Homoserine",11.16,2522489,759766,"106703",-2.6,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",2522489
"180205_Smp_L2C2DCMplus20m_B","Homoserine",11.36,1071147,97961,"39575",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",1071147
"180205_Smp_L2C2DCMplus20m_C","Homoserine",11.28,876010,0,"32247",-3,"HILICPos",NA,NA,NA,NA,NA,"",876010
"180205_Std_4uMStdsInH2O_1","Hydroxylysine",16.06,26739700,0,"978888",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",26739700
"180205_Std_4uMStdsInH2O_2","Hydroxylysine",15.76,8764723,0,"324821",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",8764723
"180205_Std_4uMStdsInMatrix_1","Hydroxylysine",16.05,25053876,130957,"852086",-3,"HILICPos",NA,NA,NA,NA,NA,"",25053876
"180205_Std_4uMStdsInMatrix_2","Hydroxylysine",15.73,8142939,0,"304864",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",8142939
"180205_Blk_MQBlk_1","Hydroxylysine",21.53,27362,0,"13640",-3.9,"HILICPos",NA,NA,NA,NA,NA,"",27362
"180205_Blk_MQBlk_2","Hydroxylysine",6.02,3953,0,"4017",-9.9,"HILICPos",NA,NA,"ppm.Flag",NA,"blank.Flag","ppm.Flag, blank.Flag",3953
"180205_Blk_MQBlk_3","Hydroxylysine",13.52,7720,0,"5903",-5.1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",7720
"180205_Blk_SWBlk_1","Hydroxylysine",8.4,4979,0,"3832",-5.9,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",4979
"180205_Blk_SWBlk_2","Hydroxylysine",8.54,4972,0,"3360",-0.6,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",4972
"180205_Blk_SWBlk_3","Hydroxylysine",8.73,7278,0,"6679",-0.7,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",7278
"180205_Poo_Sept29QC_1","Hydroxylysine",19.85,4339,0,"3917",-6.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",4339
"180205_Poo_Sept29QC_2","Hydroxylysine",12.42,9813,0,"7952",-0.5,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",9813
"180205_Poo_Sept29QC_3","Hydroxylysine",8.33,2566812,0,"144062",7,"HILICPos",NA,NA,NA,NA,NA,"",2566812
"180205_Poo_Sept29QC_4","Hydroxylysine",8.37,2542309,0,"146006",7,"HILICPos",NA,NA,NA,NA,NA,"",2542309
"180205_Poo_TruePoo_Full1","Hydroxylysine",21.54,12692,0,"10550",-0.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",12692
"180205_Poo_TruePoo_Full2","Hydroxylysine",18.94,8658,0,"9097",-0.3,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",8658
"180205_Poo_TruePoo_Full3","Hydroxylysine",15.2,6819,0,"4695",-1.6,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",6819
"180205_Poo_TruePoo_Half1","Hydroxylysine",17.86,4771,0,"4682",-9.4,"HILICPos",NA,NA,"ppm.Flag",NA,"blank.Flag","ppm.Flag, blank.Flag",4771
"180205_Poo_TruePoo_Half2","Hydroxylysine",10.04,10293,0,"9678",1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",10293
"180205_Poo_TruePoo_Half3","Hydroxylysine",9.83,17179,0,"9971",7.2,"HILICPos",NA,NA,"ppm.Flag",NA,"blank.Flag","ppm.Flag, blank.Flag",17179
"180205_Smp_L1C32DCMless10m_A","Hydroxylysine",10.02,41729,0,"22428",5.1,"HILICPos",NA,NA,NA,NA,NA,"",41729
"180205_Smp_L1C32DCMless10m_B","Hydroxylysine",8.28,1163085,0,"78145",7.6,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",1163085
"180205_Smp_L1C32DCMless10m_C","Hydroxylysine",9.86,97876,0,"22674",4.9,"HILICPos",NA,NA,NA,NA,NA,"",97876
"180205_Smp_L1C32DCMless20m_A","Hydroxylysine",9.96,119778,0,"24702",6,"HILICPos",NA,NA,NA,NA,NA,"",119778
"180205_Smp_L1C32DCMless20m_B","Hydroxylysine",10.09,100073,0,"18382",6.4,"HILICPos",NA,NA,NA,NA,NA,"",100073
"180205_Smp_L1C32DCMless20m_C","Hydroxylysine",9.95,63083,0,"27791",6.1,"HILICPos",NA,NA,NA,NA,NA,"",63083
"180205_Smp_L1C33DCM_A","Hydroxylysine",21.53,7626,0,"4238",-1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",7626
"180205_Smp_L1C33DCM_B","Hydroxylysine",10.05,72789,0,"21526",7.8,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",72789
"180205_Smp_L1C33DCM_C","Hydroxylysine",8.31,1987965,0,"125742",7.2,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",1987965
"180205_Smp_L1C33DCMplus10m_A","Hydroxylysine",21.54,8348,0,"7744",-0.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",8348
"180205_Smp_L1C33DCMplus10m_B","Hydroxylysine",9.78,49444,0,"14555",5.1,"HILICPos",NA,NA,NA,NA,NA,"",49444
"180205_Smp_L1C33DCMplus10m_C","Hydroxylysine",10.07,62097,0,"11760",1.8,"HILICPos",NA,NA,NA,NA,NA,"",62097
"180205_Smp_L1C33DCMplus20m_A","Hydroxylysine",10.01,75234,0,"14941",6.6,"HILICPos",NA,NA,NA,NA,NA,"",75234
"180205_Smp_L1C33DCMplus20m_B","Hydroxylysine",9.92,12123,0,"6904",3.9,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",12123
"180205_Smp_L1C33DCMplus20m_C","Hydroxylysine",9.74,26905,0,"14488",7,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",26905
"180205_Smp_L2C1DCMless10m_A","Hydroxylysine",9.94,129608,0,"14259",6.2,"HILICPos",NA,NA,NA,NA,NA,"",129608
"180205_Smp_L2C1DCMless10m_B","Hydroxylysine",18.55,7383,0,"7658",-0.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",7383
"180205_Smp_L2C1DCMless10m_C","Hydroxylysine",10.04,23600,0,"15754",0.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",23600
"180205_Smp_L2C1DCMless20m_A","Hydroxylysine",9.93,112715,0,"14039",8.4,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",112715
"180205_Smp_L2C1DCMless20m_B","Hydroxylysine",9.94,19482,0,"10243",8.2,"HILICPos",NA,NA,"ppm.Flag",NA,"blank.Flag","ppm.Flag, blank.Flag",19482
"180205_Smp_L2C1DCMless20m_C","Hydroxylysine",8.37,371128,0,"32011",6.5,"HILICPos",NA,NA,NA,NA,NA,"",371128
"180205_Smp_L2C2DCM_A","Hydroxylysine",9.89,74049,0,"13093",7.9,"HILICPos",NA,NA,"ppm.Flag",NA,NA,"ppm.Flag, ",74049
"180205_Smp_L2C2DCM_B","Hydroxylysine",9.95,90163,0,"15105",5.3,"HILICPos",NA,NA,NA,NA,NA,"",90163
"180205_Smp_L2C2DCM_C","Hydroxylysine",10.01,31676,0,"8755",6.2,"HILICPos",NA,NA,NA,NA,NA,"",31676
"180205_Smp_L2C2DCMplus10m_A","Hydroxylysine",13.61,3975,0,"3853",-0.1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",3975
"180205_Smp_L2C2DCMplus10m_B","Hydroxylysine",9.94,49557,0,"14926",6,"HILICPos",NA,NA,NA,NA,NA,"",49557
"180205_Smp_L2C2DCMplus10m_C","Hydroxylysine",9.94,43163,0,"12587",6.3,"HILICPos",NA,NA,NA,NA,NA,"",43163
"180205_Smp_L2C2DCMplus20m_A","Hydroxylysine",9.91,34567,0,"5144",5.1,"HILICPos",NA,NA,NA,NA,NA,"",34567
"180205_Smp_L2C2DCMplus20m_B","Hydroxylysine",10.21,6157,0,"6131",6.1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",6157
"180205_Smp_L2C2DCMplus20m_C","Hydroxylysine",11.24,7619,0,"5996",-2.7,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",7619
"180205_Std_4uMStdsInH2O_1","Hypotaurine",11.22,11674945,0,"871955",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",11674945
"180205_Std_4uMStdsInH2O_2","Hypotaurine",10.9,6353823,0,"519920",-2.2,"HILICPos",NA,NA,NA,NA,NA,"",6353823
"180205_Std_4uMStdsInMatrix_1","Hypotaurine",11.26,10234763,0,"710986",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",10234763
"180205_Std_4uMStdsInMatrix_2","Hypotaurine",11.13,4997526,0,"317165",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",4997526
"180205_Blk_MQBlk_1","Hypotaurine",11.2,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,NA,"area.min.Flag, ",NA
"180205_Blk_MQBlk_2","Hypotaurine",11.02,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,NA,"area.min.Flag, ",NA
"180205_Blk_MQBlk_3","Hypotaurine",11.13,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,NA,"area.min.Flag, ",NA
"180205_Blk_SWBlk_1","Hypotaurine",10.98,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,NA,"area.min.Flag, ",NA
"180205_Blk_SWBlk_2","Hypotaurine",11.02,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,NA,"area.min.Flag, ",NA
"180205_Blk_SWBlk_3","Hypotaurine",11.08,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,NA,"area.min.Flag, ",NA
"180205_Poo_Sept29QC_1","Hypotaurine",11.46,893377,0,"40611",-2.1,"HILICPos",NA,NA,NA,NA,NA,"",893377
"180205_Poo_Sept29QC_2","Hypotaurine",11.34,173874,0,"14781",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",173874
"180205_Poo_Sept29QC_3","Hypotaurine",11.33,262017,0,"22655",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",262017
"180205_Poo_Sept29QC_4","Hypotaurine",11.36,234225,0,"17363",-2,"HILICPos",NA,NA,NA,NA,NA,"",234225
"180205_Poo_TruePoo_Full1","Hypotaurine",11.4,793224,0,"36348",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",793224
"180205_Poo_TruePoo_Full2","Hypotaurine",11.65,129578,0,"15411",-1.7,"HILICPos",NA,NA,NA,NA,NA,"",129578
"180205_Poo_TruePoo_Full3","Hypotaurine",11.25,178361,0,"19005",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",178361
"180205_Poo_TruePoo_Half1","Hypotaurine",11.33,392144,0,"29092",-1.8,"HILICPos",NA,NA,NA,NA,NA,"",392144
"180205_Poo_TruePoo_Half2","Hypotaurine",11.39,59721,0,"13988",-2.1,"HILICPos",NA,NA,NA,NA,NA,"",59721
"180205_Poo_TruePoo_Half3","Hypotaurine",11.28,72071,0,"12588",-1.4,"HILICPos",NA,NA,NA,NA,NA,"",72071
"180205_Smp_L1C32DCMless10m_A","Hypotaurine",11.38,720690,0,"44354",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",720690
"180205_Smp_L1C32DCMless10m_B","Hypotaurine",11.5,191437,0,"15123",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",191437
"180205_Smp_L1C32DCMless10m_C","Hypotaurine",11.28,214667,0,"22356",-2,"HILICPos",NA,NA,NA,NA,NA,"",214667
"180205_Smp_L1C32DCMless20m_A","Hypotaurine",11.4,351607,0,"19319",-2.1,"HILICPos",NA,NA,NA,NA,NA,"",351607
"180205_Smp_L1C32DCMless20m_B","Hypotaurine",11.34,1321384,0,"72951",-2.1,"HILICPos",NA,NA,NA,NA,NA,"",1321384
"180205_Smp_L1C32DCMless20m_C","Hypotaurine",11.28,1372138,0,"92152",-2.5,"HILICPos",NA,NA,NA,NA,NA,"",1372138
"180205_Smp_L1C33DCM_A","Hypotaurine",11.56,309166,0,"18993",-2.1,"HILICPos",NA,NA,NA,NA,NA,"",309166
"180205_Smp_L1C33DCM_B","Hypotaurine",11.33,434351,0,"38471",-2.2,"HILICPos",NA,NA,NA,NA,NA,"",434351
"180205_Smp_L1C33DCM_C","Hypotaurine",11.25,183126,0,"18473",-2.8,"HILICPos",NA,NA,NA,NA,NA,"",183126
"180205_Smp_L1C33DCMplus10m_A","Hypotaurine",11.38,794335,0,"44120",-2,"HILICPos",NA,NA,NA,NA,NA,"",794335
"180205_Smp_L1C33DCMplus10m_B","Hypotaurine",11.31,192135,0,"15818",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",192135
"180205_Smp_L1C33DCMplus10m_C","Hypotaurine",11.24,379557,0,"30494",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",379557
"180205_Smp_L1C33DCMplus20m_A","Hypotaurine",11.4,139862,0,"12072",-2.2,"HILICPos",NA,NA,NA,NA,NA,"",139862
"180205_Smp_L1C33DCMplus20m_B","Hypotaurine",11.28,89050,0,"14580",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",89050
"180205_Smp_L1C33DCMplus20m_C","Hypotaurine",11.27,193787,0,"22556",-1.8,"HILICPos",NA,NA,NA,NA,NA,"",193787
"180205_Smp_L2C1DCMless10m_A","Hypotaurine",11.4,108505,0,"13996",-1.1,"HILICPos",NA,NA,NA,NA,NA,"",108505
"180205_Smp_L2C1DCMless10m_B","Hypotaurine",11.34,395575,0,"28427",-2.3,"HILICPos",NA,NA,NA,NA,NA,"",395575
"180205_Smp_L2C1DCMless10m_C","Hypotaurine",11.36,314545,0,"25540",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",314545
"180205_Smp_L2C1DCMless20m_A","Hypotaurine",11.4,905385,0,"47783",-1.7,"HILICPos",NA,NA,NA,NA,NA,"",905385
"180205_Smp_L2C1DCMless20m_B","Hypotaurine",11.36,194453,0,"19931",-1.8,"HILICPos",NA,NA,NA,NA,NA,"",194453
"180205_Smp_L2C1DCMless20m_C","Hypotaurine",11.27,237019,0,"17703",-2.2,"HILICPos",NA,NA,NA,NA,NA,"",237019
"180205_Smp_L2C2DCM_A","Hypotaurine",11.43,340911,0,"20780",-2.4,"HILICPos",NA,NA,NA,NA,NA,"",340911
"180205_Smp_L2C2DCM_B","Hypotaurine",11.39,567494,0,"29457",-2.3,"HILICPos",NA,NA,NA,NA,NA,"",567494
"180205_Smp_L2C2DCM_C","Hypotaurine",11.3,18247840,0,"1139159",-2,"HILICPos",NA,NA,NA,NA,NA,"",18247840
"180205_Smp_L2C2DCMplus10m_A","Hypotaurine",11.37,542158,0,"34367",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",542158
"180205_Smp_L2C2DCMplus10m_B","Hypotaurine",11.28,221484,0,"22130",-2,"HILICPos",NA,NA,NA,NA,NA,"",221484
"180205_Smp_L2C2DCMplus10m_C","Hypotaurine",11.22,392788,0,"42220",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",392788
"180205_Smp_L2C2DCMplus20m_A","Hypotaurine",11.4,679905,0,"39473",-1.9,"HILICPos",NA,NA,NA,NA,NA,"",679905
"180205_Smp_L2C2DCMplus20m_B","Hypotaurine",11.33,311744,0,"20369",-2.2,"HILICPos",NA,NA,NA,NA,NA,"",311744
"180205_Smp_L2C2DCMplus20m_C","Hypotaurine",11.25,76292,0,"16403",-1.5,"HILICPos",NA,NA,NA,NA,NA,"",76292
"180205_Std_4uMStdsInH2O_1","Isoleucine",7.53,246502432,38175148,"7301714",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",246502432
"180205_Std_4uMStdsInH2O_2","Isoleucine",7.18,183431552,54031936,"4358328",-3.9,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",183431552
"180205_Std_4uMStdsInMatrix_1","Isoleucine",7.57,255432576,43749252,"6505132",-3.1,"HILICPos",NA,NA,NA,NA,NA,"",255432576
"180205_Std_4uMStdsInMatrix_2","Isoleucine",7.26,208877664,52142892,"4356593",-4.1,"HILICPos",NA,NA,NA,NA,NA,"",208877664
"180205_Blk_MQBlk_1","Isoleucine",6.3,385291,14398660,"50150",-3.4,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",385291
"180205_Blk_MQBlk_2","Isoleucine",6.35,473335,11360403,"58369",-3.4,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",473335
"180205_Blk_MQBlk_3","Isoleucine",6.89,2036113,16035219,"102140",-3.6,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",2036113
"180205_Blk_SWBlk_1","Isoleucine",6.65,278299,8965039,"47862",-3.5,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",278299
"180205_Blk_SWBlk_2","Isoleucine",6.52,659622,14974162,"72124",-3.5,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",659622
"180205_Blk_SWBlk_3","Isoleucine",6.48,267812,17849454,"39870",-3.9,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",267812
